"","State_Name","County","City","Zip_Code","AllSbjtNumReady","AllSbjtNumAssessed","Lat","Lon","Mean_Income","Median_Income","FinalMathAveScore","FinalAllSbjtAveScore","FinalEWBRWAveScore","MathPctReady","TotalPerReady","EBRWPctReady","Median","Income_Level","difference_from_avg_median"
"445","Michigan","Alcona County","Tekonsha",49092,4,19,42.1483221,-85.0083489,50633,40680,473.2,950.5,477.4,0.210526315789474,0.210526315789474,0.578947368421053,40680,"Medium",30828.6754563895
"446","Michigan","Alcona County","Albion",49224,0,47,42.2263741,-84.7828322,61152,57445,375.302127659574,790.634042553192,415.331914893617,0,0,0,57445,"Medium",14063.6754563895
"447","Michigan","Alcona County","Olivet",49076,39,118,42.3780546,-84.8949028,65033,49840,505.6,1017.2,511.6,0.355932203389831,0.330508474576271,0.601694915254237,49840,"Medium",21668.6754563895
"448","Michigan","Alcona County","Marshall",49068,86,200,42.2489924,-84.94142,43426,35616,524.6,1061.4,536.8,0.44,0.43,0.7,35616,"Medium",35892.6754563895
"450","Michigan","Alcona County","Cassopolis",49031,13,70,41.8942115,-85.9269508,78145,58214,454.4,940,485.6,0.214285714285714,0.185714285714286,0.528571428571429,58214,"Medium",13294.6754563895
"451","Michigan","Alcona County","Edwardsburg",49112,113,201,41.7970501,-86.1185624,81201,55822,547.7,1095,547.3,0.592039800995025,0.562189054726368,0.721393034825871,55822,"Medium",15686.6754563895
"452","Michigan","Alcona County","Dowagiac",49047,21,138,42.0274302,-86.0499181,46743,39660,453.220289855072,929.666666666667,476.446376811594,0.166666666666667,0.152173913043478,0.427536231884058,39660,"Medium",31848.6754563895
"453","Michigan","Alcona County","Cassopolis",49031,13,70,41.9060254,-86.1586059,53947,42463,454.4,940,485.6,0.214285714285714,0.185714285714286,0.528571428571429,42463,"Medium",29045.6754563895
"455","Michigan","Alcona County","Petoskey",49770,109,246,45.3682311,-85.0148816,54092,33480,520.533333333333,1054.77235772358,534.239024390244,0.467479674796748,0.443089430894309,0.678861788617886,33480,"Low",38028.6754563895
"456","Michigan","Alcona County","Boyne City",49712,41,101,45.1555119,-85.0077439,67522,56866,521.772277227723,1040.92178217822,519.149504950495,0.415841584158416,0.405940594059406,0.683168316831683,56866,"Medium",14642.6754563895
"457","Michigan","Alcona County","Cheboygan",49721,49,126,45.6592794,-84.6554935,55806,45258,505.2,1027,521.7,0.420634920634921,0.388888888888889,0.634920634920635,45258,"Medium",26250.6754563895
"458","Michigan","Alcona County","Cheboygan",49721,49,126,45.5480422,-84.3238453,44844,36543,505.2,1027,521.7,0.420634920634921,0.388888888888889,0.634920634920635,36543,"Medium",34965.6754563895
"459","Michigan","Alcona County","Onaway",49765,10,45,45.3972511,-84.3862772,51454,43006,474.9,952.9,478,0.222222222222222,0.222222222222222,0.466666666666667,43006,"Medium",28502.6754563895
"460","Michigan","Alcona County","Sault Sainte Marie",49783,57,187,46.4768224,-84.3134256,47927,33592,483.285561497326,984.680748663102,501.395187165775,0.310160427807487,0.304812834224599,0.545454545454545,33592,"Low",37916.6754563895
"461","Michigan","Alcona County","Sault Sainte Marie",49783,57,187,46.4730776,-84.3970042,36174,29890,483.285561497326,984.680748663102,501.395187165775,0.310160427807487,0.304812834224599,0.545454545454545,29890,"Low",41618.6754563895
"462","Michigan","Alcona County","Rudyard",49780,12,43,46.2681063,-84.6763953,61215,51361,490.7,1002.6,511.9,0.348837209302326,0.27906976744186,0.604651162790698,51361,"Medium",20147.6754563895
"464","Michigan","Alcona County","Farwell",48622,26,84,43.8449046,-85.0395901,49103,38694,488.7,985.6,496.9,0.30952380952381,0.30952380952381,0.666666666666667,38694,"Medium",32814.6754563895
"465","Michigan","Alcona County","Clare",48617,41,103,43.9342286,-84.6808945,54534,46467,529.4,1065.3,535.9,0.436893203883495,0.398058252427184,0.718446601941748,46467,"Medium",25041.6754563895
"466","Michigan","Alcona County","Flint",48504,0,88,43.0398255,-83.7220551,39229,30987,395.717045454545,820.601136363636,424.884090909091,0,0,0.181818181818182,30987,"Low",40521.6754563895
"467","Michigan","Alcona County","Bath",48808,34,90,42.8206944,-84.4953501,40993,35944,503.7,1044.4,540.8,0.388888888888889,0.377777777777778,0.7,35944,"Medium",35564.6754563895
"468","Michigan","Alcona County","Lansing",48906,9,159,42.7810066,-84.5352843,40458,28914,415.344025157233,856.747169811321,441.403144654088,0.0691823899371069,0.0566037735849057,0.257861635220126,28914,"Low",42594.6754563895
"469","Michigan","Alcona County","Fowler",48835,21,42,42.9944534,-84.7098575,82243,73620,511.7,1038.6,526.9,0.5,0.5,0.69047619047619,73620,"Medium",-2111.32454361055
"470","Michigan","Alcona County","St Johns",48879,85,227,43.00392,-84.5657762,55090,39899,501.768281938326,1029.05462555066,527.286343612335,0.387665198237885,0.374449339207048,0.691629955947137,39899,"Medium",31609.6754563895
"472","Michigan","Alcona County","East Lansing",48823,119,219,42.7726461,-84.4867647,28666,19250,541.6,1099.3,557.7,0.552511415525114,0.54337899543379,0.771689497716895,19250,"Low",52258.6754563895
"474","Michigan","Alcona County","Rock",49880,0,11,46.0193461,-87.166334,52540,41401,414.5,864.5,450,0,0,0,41401,"Medium",30107.6754563895
"475","Michigan","Alcona County","Gladstone",49837,42,105,45.8478978,-87.0216387,63936,53900,505.9,1015.4,509.5,0.438095238095238,0.4,0.638095238095238,53900,"Medium",17608.6754563895
"476","Michigan","Alcona County","Escanaba",49829,73,216,45.7418685,-87.0660076,26302,20111,491.944444444444,993.498148148148,501.553703703704,0.361111111111111,0.337962962962963,0.537037037037037,20111,"Low",51397.6754563895
"477","Michigan","Alcona County","Flint",48506,50,206,43.0571729,-83.6570664,27945,19885,475.6,964.7,489.1,0.262135922330097,0.242718446601942,0.519417475728155,19885,"Low",51623.6754563895
"478","Michigan","Alcona County","Norway",49870,14,50,45.8672013,-87.8789231,78018,62951,476.6,977.6,501,0.28,0.28,0.56,62951,"Medium",8557.67545638945
"479","Michigan","Alcona County","Kingsford",49802,44,128,45.7981255,-88.0741978,46606,42312,488.9,995.5,506.6,0.3515625,0.34375,0.6171875,42312,"Medium",29196.6754563895
"480","Michigan","Alcona County","Lansing",48917,48,364,42.7463231,-84.6323092,68315,48397,431.737912087912,888.779945054945,457.082967032967,0.14010989010989,0.131868131868132,0.373626373626374,48397,"Medium",23111.6754563895
"481","Michigan","Alcona County","Grand Ledge",48837,140,369,42.7261958,-84.6947435,124005,300000,503.5,1031.5,528,0.387533875338753,0.37940379403794,0.688346883468835,3e+05,"High",-228491.324543611
"482","Michigan","Alcona County","Grand Ledge",48837,140,369,42.7493466,-84.7322517,71592,52569,503.5,1031.5,528,0.387533875338753,0.37940379403794,0.688346883468835,52569,"Medium",18939.6754563895
"483","Michigan","Alcona County","Grand Ledge",48837,140,369,42.7193105,-84.8470301,81698,71222,503.5,1031.5,528,0.387533875338753,0.37940379403794,0.688346883468835,71222,"Medium",286.67545638945
"484","Michigan","Alcona County","Bellevue",49021,10,39,42.5188462,-85.0012256,51809,43473,462.8,941.5,478.7,0.256410256410256,0.256410256410256,0.487179487179487,43473,"Medium",28035.6754563895
"485","Michigan","Alcona County","Charlotte",48813,55,197,42.54767,-84.8738123,74298,66380,479.767512690355,974.678680203046,494.917258883249,0.294416243654822,0.279187817258883,0.532994923857868,66380,"Medium",5128.67545638945
"486","Michigan","Alcona County","Eaton Rapids",48827,60,212,42.5563879,-84.6705355,69369,300000,485.094339622641,982.2,497.105660377358,0.316037735849057,0.283018867924528,0.580188679245283,3e+05,"High",-228491.324543611
"488","Michigan","Alcona County","Flint",48503,6,38,43.0148947,-83.6446184,42177,31360,450,922.6,472.6,0.157894736842105,0.157894736842105,0.5,31360,"Low",40148.6754563895
"489","Michigan","Alcona County","Pellston",49769,18,55,45.5448301,-84.8184567,54181,51153,485.5,987.6,502.2,0.363636363636364,0.327272727272727,0.527272727272727,51153,"Medium",20355.6754563895
"490","Michigan","Alcona County","Petoskey",49770,109,246,45.3644525,-84.8066803,58798,46544,520.533333333333,1054.77235772358,534.239024390244,0.467479674796748,0.443089430894309,0.678861788617886,46544,"Medium",24964.6754563895
"491","Michigan","Alcona County","Petoskey",49770,109,246,45.3682311,-85.0148816,57712,49038,520.533333333333,1054.77235772358,534.239024390244,0.467479674796748,0.443089430894309,0.678861788617886,49038,"Medium",22470.6754563895
"492","Michigan","Alcona County","Flint",48504,0,88,43.064093,-83.7239003,22610,22419,395.717045454545,820.601136363636,424.884090909091,0,0,0.181818181818182,22419,"Low",49089.6754563895
"493","Michigan","Alcona County","Flint",48505,0,82,43.0575659,-83.7037894,25167,26599,369.521951219512,754.024390243902,384.50243902439,0,0,0.0609756097560976,26599,"Low",44909.6754563895
"494","Michigan","Alcona County","Flint",48504,0,88,43.0398255,-83.7220551,44691,38138,395.717045454545,820.601136363636,424.884090909091,0,0,0.181818181818182,38138,"Medium",33370.6754563895
"495","Michigan","Alcona County","Flint",48505,0,82,43.0387758,-83.6990608,17673,12319,369.521951219512,754.024390243902,384.50243902439,0,0,0.0609756097560976,12319,"Low",59189.6754563895
"496","Michigan","Alcona County","Flint",48503,6,38,43.0271229,-83.7017122,30677,24527,450,922.6,472.6,0.157894736842105,0.157894736842105,0.5,24527,"Low",46981.6754563895
"497","Michigan","Alcona County","Flint",48504,0,88,43.0168358,-83.727594,34010,18990,395.717045454545,820.601136363636,424.884090909091,0,0,0.181818181818182,18990,"Low",52518.6754563895
"498","Michigan","Alcona County","Flint",48506,50,206,43.0410776,-83.6716817,25698,17672,475.6,964.7,489.1,0.262135922330097,0.242718446601942,0.519417475728155,17672,"Low",53836.6754563895
"499","Michigan","Alcona County","Clio",48420,53,243,43.19663,-83.7507378,54638,45089,462.63950617284,949.957201646091,487.317695473251,0.222222222222222,0.218106995884774,0.51440329218107,45089,"Medium",26419.6754563895
"500","Michigan","Alcona County","Flint",48506,50,206,43.0470272,-83.6477823,40047,33726,475.6,964.7,489.1,0.262135922330097,0.242718446601942,0.519417475728155,33726,"Low",37782.6754563895
"501","Michigan","Alcona County","Flint",48507,24,170,43.0149849,-83.691259,32065,300000,438.618235294118,905.52,466.910588235294,0.141176470588235,0.141176470588235,0.235294117647059,3e+05,"High",-228491.324543611
"502","Michigan","Alcona County","Flint",48503,6,38,43.007343,-83.6662654,37698,26342,450,922.6,472.6,0.157894736842105,0.157894736842105,0.5,26342,"Low",45166.6754563895
"503","Michigan","Alcona County","Flint",48507,24,170,42.9853967,-83.6679221,45343,35559,438.618235294118,905.52,466.910588235294,0.141176470588235,0.141176470588235,0.235294117647059,35559,"Medium",35949.6754563895
"504","Michigan","Alcona County","Flint",48503,6,38,43.0048618,-83.7087591,28224,18652,450,922.6,472.6,0.157894736842105,0.157894736842105,0.5,18652,"Low",52856.6754563895
"505","Michigan","Alcona County","Clio",48420,53,243,43.2002807,-83.7144525,62483,56227,462.63950617284,949.957201646091,487.317695473251,0.222222222222222,0.218106995884774,0.51440329218107,56227,"Medium",15281.6754563895
"506","Michigan","Alcona County","Flint",48505,0,82,43.0829949,-83.7134455,26958,300000,369.521951219512,754.024390243902,384.50243902439,0,0,0.0609756097560976,3e+05,"High",-228491.324543611
"507","Michigan","Alcona County","Flushing",48433,143,311,43.0627824,-83.7924598,59641,38726,522.5,1047.3,524.8,0.495176848874598,0.459807073954984,0.662379421221865,38726,"Medium",32782.6754563895
"508","Michigan","Alcona County","Flushing",48433,143,311,43.0667041,-83.833883,39548,29461,522.5,1047.3,524.8,0.495176848874598,0.459807073954984,0.662379421221865,29461,"Low",42047.6754563895
"509","Michigan","Alcona County","Flushing",48433,143,311,43.0825923,-83.8874727,59766,59560,522.5,1047.3,524.8,0.495176848874598,0.459807073954984,0.662379421221865,59560,"Medium",11948.6754563895
"510","Michigan","Alcona County","Flushing",48433,143,311,43.0627824,-83.7924598,53477,40074,522.5,1047.3,524.8,0.495176848874598,0.459807073954984,0.662379421221865,40074,"Medium",31434.6754563895
"511","Michigan","Alcona County","Flint",48504,0,88,43.0353797,-83.7422068,29381,24811,395.717045454545,820.601136363636,424.884090909091,0,0,0.181818181818182,24811,"Low",46697.6754563895
"512","Michigan","Alcona County","Flint",48532,63,342,43.0088123,-83.7440754,46815,43112,458.646783625731,930.15730994152,471.510526315789,0.207602339181287,0.184210526315789,0.403508771929825,43112,"Medium",28396.6754563895
"513","Michigan","Alcona County","Grand Blanc",48439,282,672,42.8936977,-83.6137625,75485,300000,517.203125,1050.67916666667,533.476041666667,0.44047619047619,0.419642857142857,0.705357142857143,3e+05,"High",-228491.324543611
"514","Michigan","Alcona County","Grand Blanc",48439,282,672,42.9309871,-83.6084222,40951,31717,517.203125,1050.67916666667,533.476041666667,0.44047619047619,0.419642857142857,0.705357142857143,31717,"Low",39791.6754563895
"515","Michigan","Alcona County","Grand Blanc",48439,282,672,42.9518148,-83.6689219,52860,41683,517.203125,1050.67916666667,533.476041666667,0.44047619047619,0.419642857142857,0.705357142857143,41683,"Medium",29825.6754563895
"516","Michigan","Alcona County","Burton",48529,5,80,42.9703379,-83.6585901,47553,39739,422.8,879.1,456.4,0.075,0.0625,0.4,39739,"Medium",31769.6754563895
"517","Michigan","Alcona County","Burton",48509,14,78,43.0173081,-83.5864593,61841,59350,446.5,935.1,488.6,0.192307692307692,0.179487179487179,0.461538461538462,59350,"Medium",12158.6754563895
"518","Michigan","Alcona County","Davison",48423,134,362,42.9839696,-83.5110841,88947,300000,508.830662983425,1029.21022099448,520.37955801105,0.386740331491713,0.370165745856354,0.646408839779006,3e+05,"High",-228491.324543611
"519","Michigan","Alcona County","Davison",48423,134,362,43.026873,-83.4752519,51924,44881,508.830662983425,1029.21022099448,520.37955801105,0.386740331491713,0.370165745856354,0.646408839779006,44881,"Medium",26627.6754563895
"520","Michigan","Alcona County","Alpena",49707,91,279,45.1087215,-83.496346,54892,41767,495.131182795699,1005.34050179211,510.209318996416,0.351254480286738,0.326164874551971,0.591397849462366,41767,"Medium",29741.6754563895
"521","Michigan","Alcona County","Davison",48423,134,362,43.0806718,-83.49408,97728,300000,508.830662983425,1029.21022099448,520.37955801105,0.386740331491713,0.370165745856354,0.646408839779006,3e+05,"High",-228491.324543611
"522","Michigan","Alcona County","Flint",48532,63,342,43.0037371,-83.7921236,55885,47758,458.646783625731,930.15730994152,471.510526315789,0.207602339181287,0.184210526315789,0.403508771929825,47758,"Medium",23750.6754563895
"523","Michigan","Alcona County","Flint",48506,50,206,43.0731935,-83.6067556,59960,50276,475.6,964.7,489.1,0.262135922330097,0.242718446601942,0.519417475728155,50276,"Medium",21232.6754563895
"524","Michigan","Alcona County","Flint",48505,0,82,43.0796336,-83.674918,31639,26202,369.521951219512,754.024390243902,384.50243902439,0,0,0.0609756097560976,26202,"Low",45306.6754563895
"525","Michigan","Alcona County","Otisville",48463,21,92,43.1856446,-83.4902083,41597,33737,468.8,948.9,480.1,0.293478260869565,0.228260869565217,0.478260869565217,33737,"Low",37771.6754563895
"527","Michigan","Alcona County","Swartz Creek",48473,0,29,42.9939953,-83.901062,68319,57533,388.3,804.8,416.6,0,0,0,57533,"Medium",13975.6754563895
"528","Michigan","Alcona County","Flint",48507,24,170,42.9353003,-83.7643815,70076,300000,438.618235294118,905.52,466.910588235294,0.141176470588235,0.141176470588235,0.235294117647059,3e+05,"High",-228491.324543611
"529","Michigan","Alcona County","Linden",48451,120,378,42.7998898,-83.8431396,73025,61951,496.263492063492,1014.25317460317,517.989682539683,0.333333333333333,0.317460317460317,0.671957671957672,61951,"Medium",9557.67545638945
"530","Michigan","Alcona County","Linden",48451,120,378,42.8191644,-83.7812248,68263,58598,496.263492063492,1014.25317460317,517.989682539683,0.333333333333333,0.317460317460317,0.671957671957672,58598,"Medium",12910.6754563895
"531","Michigan","Alcona County","Fenton",48430,104,265,42.8473586,-83.7128605,93412,84498,505.4,1043.8,538.5,0.407547169811321,0.392452830188679,0.762264150943396,84498,"High",-12989.3245436105
"532","Michigan","Alcona County","Flint",48507,24,170,42.9939281,-83.7001898,31262,23553,438.618235294118,905.52,466.910588235294,0.141176470588235,0.141176470588235,0.235294117647059,23553,"Low",47955.6754563895
"533","Michigan","Alcona County","Grand Blanc",48439,282,672,42.9518148,-83.6689219,59242,43525,517.203125,1050.67916666667,533.476041666667,0.44047619047619,0.419642857142857,0.705357142857143,43525,"Medium",27983.6754563895
