OBJECTID,GEOID10,MathNumAssessed,MathNumReady,AllSbjtNumReady,AllSbjtNumAssessed,EBRWNumAssessed,EBRWNumReady,FinalMathAveScore,FinalAllSbjtAveScore,FinalEWBRWAveScore,MathPctReady,AllSbjtPctReady,EBRWPctReady,Shape__Area,Shape__Length,ZCTA
224,2649090,140,35,34,140,140,75,470.95,968.942857142857,497.992857142857,0.25,0.242857142857143,0.535714285714286,2260495476.3584,287716.101022661,49090
225,2649622,19,5,5,19,19,11,469.5,980.5,511.1,0.263157894736842,0.263157894736842,0.578947368421053,1376435419.29688,217623.543094496,49622
226,2648732,147,44,42,147,147,86,479.583673469388,983,503.416326530612,0.299319727891156,0.285714285714286,0.585034013605442,863876485.879883,158582.529603358,48732
227,2648642,316,185,183,316,316,247,551.9,1110.2,558.3,0.585443037974684,0.579113924050633,0.781645569620253,3203535570.92871,414268.905485329,48642
228,2649120,283,84,78,283,283,139,479.800706713781,965.242756183746,485.509187279152,0.296819787985866,0.275618374558304,0.491166077738516,3343145085.68042,372914.669789548,49120
229,2649099,51,12,6,51,51,15,466.7,935.9,469.2,0.235294117647059,0.117647058823529,0.294117647058824,1723101600.64697,266560.958598949,49099
230,2649045,54,9,9,54,54,21,434.3,899.8,465.6,0.166666666666667,0.166666666666667,0.388888888888889,2490496218.56104,416617.875321441,49045
231,2649042,80,25,23,80,80,43,483.9,979.9,496,0.3125,0.2875,0.5375,1557656062.41455,260583.849592563,49042
232,2649721,126,53,49,126,126,80,505.2,1027,521.7,0.420634920634921,0.388888888888889,0.634920634920635,8251192592.41016,723840.97372993,49721
233,2649749,66,7,6,66,66,26,432.9,897.1,464.2,0.106060606060606,0.0909090909090909,0.393939393939394,2423160242.18945,502708.422919083,49749
234,2649701,13,0,0,13,13,0,543.8,1091.5,547.7,0,0,0,525592071.867188,161545.275868498,49701
235,2648617,103,45,41,103,103,74,529.4,1065.3,535.9,0.436893203883495,0.398058252427184,0.718446601941748,3896155946.71875,417945.586909061,48617
236,2648823,219,121,119,219,219,169,541.6,1099.3,557.7,0.552511415525114,0.54337899543379,0.771689497716895,631140680.293945,248433.182972507,48823
237,2648808,90,35,34,90,90,63,503.7,1044.4,540.8,0.388888888888889,0.377777777777778,0.7,755489229.891602,206781.005263261,48808
238,2649640,,,,,,,,,,,,,1865437598.28027,254340.200834543,49640
239,2649125,,,,,,,,,,,,,409254197.262207,127000.134699154,49125
240,2649119,,,,,,,,,,,,,3648811.89587402,10081.6286791386,49119
241,2649030,,,,,,,,,,,,,1340065318.07227,278972.363536531,49030
242,2649130,,,,,,,,,,,,,356652719.599854,98216.7159265528,49130
243,2649705,,,,,,,,,,,,,2130579909.96484,359426.747612371,49705
244,2649717,,,,,,,,,,,,,25565375.28125,41637.5036556502,49717
245,2649716,,,,,,,,,,,,,677788121.136719,188920.404432131,49716
246,2649752,,,,,,,,,,,,,725289687.486328,295559.37091299,49752
247,2649724,,,,,,,,,,,,,1568556098.22461,412804.958233233,49724
248,2649710,,,,,,,,,,,,,1468207958.38867,281940.103256576,49710
249,2649894,,,,,,,,,,,,,24426309.4433594,29154.6694631131,49894
250,2649873,,,,,,,,,,,,,4706198077.01367,463449.116071667,49873
251,2648464,,,,,,,,,,,,,537344278.135254,139605.031041489,48464
252,2648411,,,,,,,,,,,,,19115075.4213867,31659.9589545649,48411
253,2648553,,,,,,,,,,,,,5741449.76513672,11783.3394255889,48553
254,2649266,,,,,,,,,,,,,1249369978.45313,272784.209378224,49266
255,2648432,,,,,,,,,,,,,939361140.084961,252624.530060278,48432
256,2648735,,,,,,,,,,,,,1045124644.69336,218651.000666502,48735
257,2648921,,,,,,,,,,,,,10972110.2368164,16652.2424172507,48921
258,2648748,,,,,,,,,,,,,1327456263.60254,392052.503062203,48748
259,2649903,,,,,,,,,,,,,5283375637.43359,660288.542650583,49903
260,2649241,,,,,,,,,,,,,962255408.752686,188181.468221056,49241
261,2649074,,,,,,,,,,,,,1978576.15942383,6311.70312599655,49074
262,2649403,,,,,,,,,,,,,1324053667.65332,250861.618579743,49403
263,2648760,,,,,,,,,,,,,783015062.908691,146084.548390302,48760
264,2649253,,,,,,,,,,,,,763928140.388306,150380.47758527,49253
265,2649689,,,,,,,,,,,,,2244576383.07715,334574.193552187,49689
266,2649634,,,,,,,,,,,,,4167127.49902344,9835.97376027818,49634
267,2649411,,,,,,,,,,,,,2478659059.64258,402829.915306518,49411
268,2648886,,,,,,,,,,,,,862707781.218262,195177.69567812,48886
269,2649337,,,,,,,,,,,,,3364601121.48145,444770.72235697,49337
270,2648162,,,,,,,,,,,,,1635492126.17725,229774.28903264,48162
271,2648177,,,,,,,,,,,,,17331653.2049561,21881.1932405931,48177
272,2648191,,,,,,,,,,,,,455247133.669189,123685.459756954,48191
273,2649339,,,,,,,,,,,,,857414822.618164,167249.937406426,49339
274,2649349,,,,,,,,,,,,,5497811843.02441,496464.431450571,49349
275,2648301,,,,,,,,,,,,,211432282.009277,77180.2061974189,48301
276,2648331,,,,,,,,,,,,,259227572.959473,79703.2198992476,48331
277,2648357,,,,,,,,,,,,,344050688.084473,111017.497592962,48357
278,2648356,,,,,,,,,,,,,434084721.098145,92361.9113861366,48356
279,2649452,,,,,,,,,,,,,1291736615.12109,246924.647669972,49452
280,2649436,,,,,,,,,,,,,1074102749.9541,166107.219186911,49436
281,2649910,,,,,,,,,,,,,3667336276.0957,495779.335870528,49910
282,2648649,,,,,,,,,,,,,727020211.842285,155936.506815862,48649
283,2649032,,,,,,,,,,,,,1042728489.84143,238623.707652202,49032
284,2648472,,,,,,,,,,,,,2129008115.10156,301154.220748627,48472
285,2648427,,,,,,,,,,,,,2733088544.94629,351733.944030535,48427
286,2649027,,,,,,,,,,,,,12236955.8474121,18666.8963610474,49027
287,2648109,,,,,,,,,,,,,27228187.3493652,57334.8130290702,48109
288,2648217,,,,,,,,,,,,,65088817.434082,40091.344331484,48217
289,2649618,,,,,,,,,,,,,866545900.932617,215752.56851861,49618
290,2649885,,,,,,,,,,,,,4144618353.98828,475076.926818819,49885
291,2649056,,,,,,,,,,,,,1631430453.05981,308219.313161144,49056
292,2649776,,,,,,,,,,,,,3496326780.58594,416521.434124956,49776
293,2648766,,,,,,,,,,,,,1466999628.72363,216112.843084501,48766
294,2649962,,,,,,,,,,,,,2978248680.7207,243576.654239504,49962
295,2649050,,,,,,,,,,,,,714082785.692871,225137.561832875,49050
296,2648747,,,,,,,,,,,,,858321202.297852,157064.172993813,48747
297,2648613,,,,,,,,,,,,,1711330229.92188,246074.912793382,48613
298,2649126,,,,,,,,,,,,,460278177.028076,144027.334589869,49126
299,2649129,,,,,,,,,,,,,152726385.911621,84574.257381447,49129
300,2649029,,,,,,,,,,,,,943389111.507324,191238.824282883,49029
301,2649033,,,,,,,,,,,,,910559606.598145,204004.88241183,49033
302,2649718,,,,,,,,,,,,,1941416277.66797,358403.156265104,49718
303,2648848,83,34,33,83,83,52,491.8,1002.9,511.1,0.409638554216867,0.397590361445783,0.626506024096386,1975343060.90186,354383.603293158,48848
304,2649733,112,57,50,112,112,72,525.4,1041.2,515.7,0.508928571428571,0.446428571428571,0.642857142857143,3563614454.16211,473290.460884564,49733
305,2649854,89,19,12,89,89,43,468.2,957.633707865169,489.433707865169,0.213483146067416,0.134831460674157,0.48314606741573,15493655273.3223,1054087.86211243,49854
306,2649870,50,14,14,50,50,28,476.6,977.6,501,0.28,0.28,0.56,1550761769.77539,350008.756599833,49870
307,2648827,212,67,60,212,212,123,485.094339622641,982.2,497.105660377358,0.316037735849057,0.283018867924528,0.580188679245283,3134988061.1604,400442.961869655,48827
308,2648876,63,10,8,63,63,27,465.2,943.8,478.6,0.158730158730159,0.126984126984127,0.428571428571429,391102130.293457,143807.533387457,48876
309,2649740,69,35,35,69,69,52,529.6,1074.1,544.5,0.507246376811594,0.507246376811594,0.753623188405797,3926510214.67188,335518.32848844,49740
310,2649938,53,20,19,53,53,27,490.8,998.9,508.1,0.377358490566038,0.358490566037736,0.509433962264151,7253118168.27344,827043.205887462,49938
311,2649969,0,0,0,0,0,0,,,,,,,7954701053.19727,422148.363967592,49969
312,2649649,117,38,36,117,117,66,489,988.8,499.8,0.324786324786325,0.307692307692308,0.564102564102564,2908242125.2666,393521.287579709,49649
313,2649686,368,193,179,368,368,263,530.575543478261,1074.0902173913,543.514673913043,0.52445652173913,0.486413043478261,0.714673913043478,4163512834.89355,571957.933060048,49686
314,2648856,65,13,12,65,65,26,452.46,920.132307692308,467.672307692308,0.2,0.184615384615385,0.4,766841193.212891,143814.445116192,48856
315,2649220,60,20,19,60,60,32,491.2,985,493.8,0.333333333333333,0.316666666666667,0.533333333333333,796924428.923462,229873.011902554,49220
316,2649288,16,0,0,16,16,5,397.5,828.8,431.3,0,0,0.3125,1053731855.66834,206250.564575814,49288
317,2649262,20,6,5,20,20,11,481.5,959.5,478,0.3,0.25,0.55,639829271.988525,160409.990071635,49262
318,2648755,65,20,18,65,65,34,484.9,976.8,491.8,0.307692307692308,0.276923076923077,0.523076923076923,1631358327.69727,340464.111382012,48755
319,2648726,52,28,26,52,52,39,527.7,1057.1,529.4,0.538461538461538,0.5,0.75,3558726134.67969,424956.166743724,48726
320,2648475,58,27,26,58,58,41,530.5,1056.9,526.4,0.46551724137931,0.448275862068966,0.706896551724138,3002679318.95313,412548.93108526,48475
321,2649251,80,26,25,80,80,45,485.3,987.9,502.6,0.325,0.3125,0.5625,1633730259.34717,270436.146642871,49251
322,2648895,142,68,67,142,142,101,521.1,1058.5,537.5,0.47887323943662,0.471830985915493,0.711267605633803,2327239848.09961,281854.142460347,48895
323,2649331,264,152,143,264,264,195,537.9,1074.7,536.7,0.575757575757576,0.541666666666667,0.738636363636364,2599118992.24463,333627.39349368,49331
324,2649230,98,36,33,98,98,52,497,993.6,496.5,0.36734693877551,0.336734693877551,0.530612244897959,2010268674.01514,275982.744053212,49230
325,2649024,352,152,148,352,352,228,514.873295454545,1043.82897727273,528.944602272727,0.431818181818182,0.420454545454545,0.647727272727273,483237442.16748,114216.463705058,49024
326,2649341,622,321,298,622,622,447,527.413504823151,1063.23311897106,535.913826366559,0.516077170418006,0.479099678456592,0.718649517684888,2420281117.98242,366433.385623602,49341
327,2649321,153,47,42,153,153,70,487.6,974.2,486.7,0.30718954248366,0.274509803921569,0.457516339869281,735079687.594238,176594.013166891,49321
328,2649418,441,227,216,441,441,305,531,1061.7,530.7,0.514739229024943,0.489795918367347,0.691609977324263,544481711.513672,143064.406851994,49418
329,2648444,173,50,42,173,173,81,483.307514450867,969.978612716763,486.671098265896,0.289017341040462,0.242774566473988,0.468208092485549,2264652095.53125,300263.726492201,48444
330,2649664,48,21,19,48,48,34,506,1025.8,519.8,0.4375,0.395833333333333,0.708333333333333,1668238837.23828,248769.566841582,49664
331,2649286,213,86,84,213,213,146,501.877464788732,1023.10422535211,521.22676056338,0.403755868544601,0.394366197183099,0.685446009389671,1678241403.66455,346729.880666764,49286
332,2648176,10,0,0,10,10,0,472,989,517,0,0,0,2083953591.85278,288349.289565542,48176
333,2648114,59,7,7,59,59,21,424.4,877.6,453.2,0.11864406779661,0.11864406779661,0.355932203389831,968817003.244629,219851.107650256,48114
334,2648855,22,0,0,22,22,0,416.381818181818,860.927272727273,444.545454545455,0,0,0,2578254612.41113,319626.964117636,48855
335,2648353,477,266,247,477,477,354,541.5,1081,539.5,0.557651991614256,0.517819706498952,0.742138364779874,391569950.770996,111332.984417695,48353
336,2648313,1117,534,483,1117,1117,699,519.75290957923,1032.85971351835,513.085586392122,0.478066248880931,0.432408236347359,0.625783348254252,257331037.961914,84151.6246710831,48313
337,2648091,244,40,39,244,244,76,436.109426229508,887.271721311476,451.162295081967,0.163934426229508,0.159836065573771,0.311475409836066,222765999.932129,64094.0929001314,48091
338,2648316,667,385,366,667,667,503,548.7,1089.9,541.2,0.577211394302849,0.548725637181409,0.754122938530735,316291314.338379,74317.126375105,48316
339,2648047,11,0,0,11,11,0,340,735.5,395.5,0,0,0,646986289.293945,140373.937292451,48047
340,2648045,348,108,92,348,348,177,482.4,973.4,491.1,0.310344827586207,0.264367816091954,0.508620689655172,664516841.070313,117568.611354574,48045
341,2649307,211,94,88,211,211,131,510.650710900474,1031.08151658768,520.430805687204,0.445497630331754,0.417061611374408,0.62085308056872,3881385229.17578,434293.0336416,49307
342,2648640,452,264,250,452,452,330,549.975884955752,1096.07013274336,546.094247787611,0.584070796460177,0.553097345132743,0.730088495575221,2918552300.08887,458247.374572038,48640
343,2648891,44,6,4,44,44,13,431.136363636364,882.75,451.613636363636,0.136363636363636,0.0909090909090909,0.295454545454545,1205987492.43896,249157.046815547,48891
344,2649425,77,8,7,77,77,24,429.127272727273,881.518181818182,452.472727272727,0.103896103896104,0.0909090909090909,0.311688311688312,1810841495.31982,307300.250683522,49425
345,2649404,210,81,79,210,210,145,499.4,1023.4,524,0.385714285714286,0.376190476190476,0.69047619047619,1753861694.54395,314663.680107305,49404
346,2649451,79,24,23,79,79,51,481.4,989.2,507.8,0.30379746835443,0.291139240506329,0.645569620253165,2346013925.86914,296310.540916514,49451
347,2649421,59,15,13,59,59,27,461.4,937.3,475.9,0.254237288135593,0.220338983050847,0.457627118644068,3778576972.73047,453291.53736514,49421
348,2648340,267,0,0,266,266,56,392.614606741573,811.836842105263,419.053383458647,0,0,0.210526315789474,211734777.057129,80400.551358838,48340
349,2648220,324,46,42,324,324,99,430.286111111111,883.60462962963,453.318518518519,0.141975308641975,0.12962962962963,0.305555555555556,123545424.525879,56216.4514013448,48220
350,2648329,314,95,90,314,314,167,475,963.6,488.6,0.302547770700637,0.286624203821656,0.531847133757962,345064816.96875,118186.216954637,48329
351,2648076,115,65,60,115,115,97,539.5,1088.5,549,0.565217391304348,0.521739130434783,0.843478260869565,198439216.345215,62034.098992938,48076
352,2648393,33,0,0,33,33,6,397.6,820.9,423.3,0,0,0.181818181818182,375802939.031738,110482.302977472,48393
353,2649455,83,21,19,83,83,37,466.5,941.8,475.3,0.253012048192771,0.228915662650602,0.44578313253012,2487919788.77051,419925.386382551,49455
354,2649925,19,7,7,19,19,14,496.8,1018.4,521.6,0.368421052631579,0.368421052631579,0.736842105263158,3548850465.62695,488739.22997254,49925
355,2648616,98,36,34,98,98,58,488.3,990.1,501.8,0.36734693877551,0.346938775510204,0.591836734693878,2256637476.19971,315218.277036435,48616
356,2648607,0,0,0,0,0,0,,,,,,,26357146.5302734,26963.4524825505,48607
357,2648079,176,83,83,176,176,115,516.7,1041.1,524.4,0.471590909090909,0.471590909090909,0.653409090909091,1202029388.07471,154229.051193139,48079
358,2648060,356,69,59,356,356,124,443.621348314607,910.120505617978,466.504213483146,0.193820224719101,0.165730337078652,0.348314606741573,667605220.801758,144014.389763263,48060
359,2648059,320,90,87,320,320,196,474.1,981.9,507.8,0.28125,0.271875,0.6125,1081367702.06201,183073.20071978,48059
360,2648723,120,35,32,120,120,65,481.625,975.86,494.15,0.291666666666667,0.266666666666667,0.541666666666667,3700652570.10059,385363.330934974,48723
361,2648197,488,96,86,487,487,189,445.098770491803,907.836755646817,463.056262833676,0.19672131147541,0.176591375770021,0.388090349075975,1202956527.13721,210153.471834306,48197
362,2648207,370,16,15,370,370,125,415.265945945946,863.566486486486,448.333243243243,0.0432432432432432,0.0405405405405405,0.337837837837838,178480348.045898,97546.2540646011,48207
363,2648174,178,32,28,178,178,56,446.878651685393,904.105617977528,457.226966292135,0.179775280898876,0.157303370786517,0.314606741573034,1154584183.47583,262991.055213012,48174
364,2648126,727,200,157,727,727,308,468.227647867951,939.870976616231,471.643328748281,0.275103163686382,0.21595598349381,0.423658872077029,275817089.523682,115823.42803198,48126
365,2648228,211,0,0,211,211,6,375.38672985782,779.056872037915,403.670142180095,0,0,0.028436018957346,240005915.887207,94663.0918082456,48228
366,2648219,208,6,0,208,208,35,396.445192307692,820.557211538462,424.156730769231,0.0288461538461538,0,0.168269230769231,234397032.666992,72723.3636361511,48219
367,2648203,0,0,0,0,0,0,,,,,,,223591110.626709,69684.1976915681,48203
368,2648138,147,83,82,147,147,123,541.3,1091.2,549.9,0.564625850340136,0.557823129251701,0.836734693877551,298961164.141602,154778.340273414,48138
369,2649316,362,225,214,362,362,281,548,1092.8,544.8,0.621546961325967,0.591160220994475,0.776243093922652,1616526036.03467,229571.893024837,49316
370,2649629,82,58,56,82,82,68,555.7,1109.5,553.8,0.707317073170732,0.682926829268293,0.829268292682927,259553782.456055,84514.1909931692,49629
371,2648849,129,44,41,129,129,72,483.4,984,500.5,0.341085271317829,0.317829457364341,0.558139534883721,2340086687.92529,311038.633712394,48849
372,2648611,289,125,121,289,289,189,508.9,1028.7,519.8,0.432525951557093,0.418685121107266,0.653979238754325,1072936917.95801,183049.522021321,48611
373,2649616,15,0,0,15,15,0,393.3,810,416.7,0,0,0,1040216528.55957,184919.070880199,49616
374,2649107,108,43,38,108,108,67,496.337037037037,997.596296296296,501.259259259259,0.398148148148148,0.351851851851852,0.62037037037037,1866582283.88684,266215.565161683,49107
375,2649036,234,81,73,234,234,132,491.08717948718,988.481623931624,497.394444444444,0.346153846153846,0.311965811965812,0.564102564102564,4608185487.90881,446114.670791641,49036
376,2649245,71,30,23,71,71,39,503.5,1004.8,501.3,0.422535211267606,0.323943661971831,0.549295774647887,2715786147.98975,288471.881674092,49245
377,2649031,70,15,13,70,70,37,454.4,940,485.6,0.214285714285714,0.185714285714286,0.528571428571429,3326432648.39844,445527.987382438,49031
378,2649769,55,20,18,55,55,29,485.5,987.6,502.2,0.363636363636364,0.327272727272727,0.527272727272727,1570050726.58008,289374.957342107,49769
379,2648622,84,26,26,84,84,56,488.7,985.6,496.9,0.30952380952381,0.30952380952381,0.666666666666667,2684732928.86816,329267.868199706,48622
380,2648894,86,58,55,86,86,68,566.9,1119.5,552.7,0.674418604651163,0.63953488372093,0.790697674418605,803447671.577148,167164.614069182,48894
381,2649837,105,46,42,105,105,67,505.9,1015.4,509.5,0.438095238095238,0.4,0.638095238095238,2154172701.83984,414681.328768527,49837
382,2648504,88,0,0,88,88,16,395.717045454545,820.601136363636,424.884090909091,0,0,0.181818181818182,432792065.169922,130741.235851886,48504
383,2648463,92,27,21,92,92,44,468.8,948.9,480.1,0.293478260869565,0.228260869565217,0.478260869565217,991446245.813477,200441.867360084,48463
384,2649620,25,9,9,25,25,14,468.4,975.2,506.8,0.36,0.36,0.56,1466828264.35742,314927.744920345,49620
385,2648637,41,10,9,41,41,17,469.8,946.6,476.8,0.24390243902439,0.219512195121951,0.414634146341463,2030655636.00244,303765.551518368,48637
386,2648850,74,33,32,74,74,55,507.6,1024.6,517,0.445945945945946,0.432432432432432,0.743243243243243,2287107323.17334,355552.974883617,48850
387,2649336,90,12,10,90,90,33,443.7,903,459.3,0.133333333333333,0.111111111111111,0.366666666666667,2211106773.39258,285711.534218567,49336
388,2649631,75,12,10,75,75,22,436.4,887.2,450.8,0.16,0.133333333333333,0.293333333333333,4260966552.51758,562515.19401032,49631
389,2649657,85,22,22,85,85,55,480.2,990.6,510.4,0.258823529411765,0.258823529411765,0.647058823529412,2705465900.44629,405778.704438893,49657
390,2648117,216,48,45,216,216,110,462.597222222222,951.686111111111,489.088888888889,0.222222222222222,0.208333333333333,0.509259259259259,1538692509.65698,245660.676785198,48117
391,2648134,541,207,187,541,541,327,506.888170055453,1016.82643253235,509.938262476895,0.382624768946396,0.345656192236599,0.604436229205176,512051893.552246,160545.668979005,48134
392,2648111,369,80,76,369,369,182,462.3,948.6,486.3,0.21680216802168,0.205962059620596,0.493224932249323,1945053482.68579,234499.232231826,48111
393,2648888,108,13,12,108,108,42,439.377777777778,908.588888888889,469.296296296296,0.12037037037037,0.111111111111111,0.388888888888889,2517462737.20605,338006.491030842,48888
394,2649444,35,0,0,35,35,0,361.1,740,378.9,0,0,0,677689599.338379,259288.51143478,49444
395,2649441,480,124,117,480,480,231,466.839166666667,949.796666666667,482.9575,0.258333333333333,0.24375,0.48125,1007228131.96875,217253.134194496,49441
396,2648341,74,0,0,74,74,6,387.85945945946,787.456756756757,399.597297297297,0,0,0.0810810810810811,184853426.221191,104287.320447794,48341
397,2648302,435,251,246,435,435,345,553,1116.7,563.7,0.577011494252874,0.56551724137931,0.793103448275862,342119229.350098,105004.141315431,48302
398,2648304,379,372,369,379,379,375,684.2,1341.7,657.4,0.981530343007916,0.973614775725594,0.989445910290237,317718410.703613,87748.9067436961,48304
399,2648346,645,321,299,645,645,431,525.625736434108,1055.16434108527,529.442015503876,0.497674418604651,0.463565891472868,0.668217054263566,524928970.194824,121144.327956273,48346
400,2648237,361,9,8,361,361,59,392.709972299169,811.626038781163,418.916066481995,0.0249307479224377,0.0221606648199446,0.163434903047091,143589203.791016,58545.8435441518,48237
401,2648025,294,174,167,294,294,226,556.195238095238,1115.2380952381,558.947619047619,0.591836734693878,0.568027210884354,0.768707482993197,224238948.387207,82546.5087932432,48025
402,2648017,121,47,45,121,121,79,496,1007,511,0.388429752066116,0.371900826446281,0.652892561983471,61169624.8305664,38403.0521513809,48017
403,2648621,18,6,5,18,18,10,500,1000,500,0.333333333333333,0.277777777777778,0.555555555555556,1595126761.66602,306789.550411103,48621
404,2648854,281,148,131,281,281,174,530.162989323843,1049.54412811388,519.437010676157,0.526690391459075,0.466192170818505,0.619217081850534,3117641791.95801,400917.107170146,48854
405,2649879,20,0,0,20,20,12,435,918,483,0,0,0.6,4168597379.68555,557093.250730349,49879
406,2649340,130,38,32,130,130,62,478.676923076923,952.769230769231,474.092307692308,0.292307692307692,0.246153846153846,0.476923076923077,2432472799.72949,383514.699618791,49340
407,2649505,252,145,142,252,252,59,546.771031746032,1105.20793650794,558.487301587302,0.575396825396825,0.563492063492063,0.234126984126984,254311552.412109,80519.1680538703,49505
408,2649327,118,40,36,118,118,66,490.8,991.6,500.8,0.338983050847458,0.305084745762712,0.559322033898305,2638439348.83203,358345.871377019,49327
409,2649265,102,36,36,102,102,73,497.5,1013.3,515.8,0.352941176470588,0.352941176470588,0.715686274509804,899122910.606445,179120.529762582,49265
410,2648005,152,69,66,152,152,94,519.9,1031.7,511.8,0.453947368421053,0.434210526315789,0.618421052631579,1018390411.00537,127784.16387385,48005
411,2649841,63,21,19,63,63,35,476.3,975.9,499.5,0.333333333333333,0.301587301587302,0.555555555555556,5488792391.87109,584876.207643775,49841
412,2648001,120,37,34,120,120,73,490.2,999.9,509.8,0.308333333333333,0.283333333333333,0.608333333333333,659152431.838379,176252.782661765,48001
413,2648039,141,55,53,141,141,74,496.765957446809,995.253191489362,498.508510638298,0.390070921985816,0.375886524822695,0.524822695035461,693494269.350098,112629.871054597,48039
414,2648768,93,16,16,93,93,44,445.277419354839,918.402150537634,473.124731182796,0.172043010752688,0.172043010752688,0.473118279569893,2942242925.40625,402429.672067773,48768
415,2649057,99,11,10,99,99,38,433.666666666667,896.144444444445,462.488888888889,0.111111111111111,0.101010101010101,0.383838383838384,1464322674.84082,249112.710136029,49057
416,2648201,857,170,161,857,857,449,459.670711785298,944.230805134189,484.571528588098,0.198366394399067,0.187864644107351,0.52392065344224,55897578.4987793,46716.3131174728,48201
417,2648127,452,156,135,451,451,210,490.659955752212,975.438137472284,484.334146341463,0.345132743362832,0.299334811529933,0.465631929046563,214685825.135742,73959.272114342,48127
418,2649348,225,76,72,225,225,131,495.804444444444,995.443111111111,499.731111111111,0.337777777777778,0.32,0.582222222222222,1906167490.7583,353320.513991496,49348
419,2649453,76,37,37,76,76,63,515.3,1078.4,563.2,0.486842105263158,0.486842105263158,0.828947368421053,330809522.744141,106118.524957254,49453
420,2649315,285,187,174,285,285,218,564.395087719298,1117.17157894737,552.770877192983,0.656140350877193,0.610526315789474,0.764912280701754,1492864177.32324,275768.801279545,49315
421,2648658,115,29,29,115,115,51,466.8,942.8,476,0.252173913043478,0.252173913043478,0.443478260869565,2439151980.33398,339775.870213227,48658
422,2649046,102,28,26,102,102,49,474.629411764706,951.758823529412,477.129411764706,0.274509803921569,0.254901960784314,0.480392156862745,2408765539.94165,342596.074923059,49046
423,2649021,39,10,10,39,39,19,462.8,941.5,478.7,0.256410256410256,0.256410256410256,0.487179487179487,2600797316.84473,327109.59923658,49021
424,2648708,270,67,63,270,270,139,464.901481481481,945.236666666667,480.335185185185,0.248148148148148,0.233333333333333,0.514814814814815,800276342.176758,174143.600404339,48708
425,2649635,42,23,22,42,42,33,538.1,1084.8,546.7,0.547619047619048,0.523809523809524,0.785714285714286,1766700676.18555,313470.745327431,49635
426,2649684,387,210,194,387,387,256,534.7,1063.3,528.6,0.542635658914729,0.501291989664083,0.661498708010336,3514982589.70801,568075.591340584,49684
427,2649255,43,7,7,43,43,20,449.1,921.2,472.1,0.162790697674419,0.162790697674419,0.465116279069767,1124550902.24554,249703.962407764,49255
428,2649011,47,12,10,47,47,20,477.2,942.1,464.9,0.25531914893617,0.212765957446809,0.425531914893617,908030208.898438,204091.274216838,49011
429,2649015,353,114,100,353,353,173,482.803399433428,966.791501416431,483.997450424929,0.322946175637394,0.28328611898017,0.490084985835694,673595124.901611,144266.776071397,49015
430,2649034,37,5,5,37,37,25,468.6,968.4,499.7,0.135135135135135,0.135135135135135,0.675675675675676,1062741611.36597,207229.701401688,49034
431,2649093,187,47,45,187,187,98,469.864705882353,969.143315508021,499.278609625668,0.251336898395722,0.240641711229947,0.524064171122995,3127962678.07227,402766.933606607,49093
432,2649782,0,0,0,0,0,0,,,,,,,2086268105.89453,597257.369206728,49782
433,2648506,206,54,50,206,206,107,475.6,964.7,489.1,0.262135922330097,0.242718446601942,0.519417475728155,550849369.168945,140324.746626676,48506
434,2648420,243,54,53,243,243,125,462.63950617284,949.957201646091,487.317695473251,0.222222222222222,0.218106995884774,0.51440329218107,1805899057.01904,281122.716122657,48420
435,2648418,95,28,25,95,95,55,488,987.2,499.2,0.294736842105263,0.263157894736842,0.578947368421053,1101367464.35938,219829.380070119,48418
436,2648746,107,41,38,107,107,68,491.2,991.3,500.1,0.383177570093458,0.355140186915888,0.635514018691589,2287174437.13525,316342.524358771,48746
437,2648438,180,86,85,180,180,126,523.7,1062.4,538.7,0.477777777777778,0.472222222222222,0.7,919028105.560547,209080.543372312,48438
438,2648442,251,83,77,251,251,147,487.7,997.4,509.7,0.330677290836653,0.306772908366534,0.585657370517928,2483145396.71582,341833.054365676,48442
439,2649911,35,16,11,35,35,19,514.9,1005.7,490.9,0.457142857142857,0.314285714285714,0.542857142857143,1159599997.17773,222235.467693254,49911
440,2648801,165,43,42,165,165,86,473.2,957.5,484.3,0.260606060606061,0.254545454545455,0.521212121212121,2008747928.2002,308413.143810254,48801
441,2648445,31,13,13,31,31,19,514.5,1026.1,511.6,0.419354838709677,0.419354838709677,0.612903225806452,1575627777.40527,348112.123590553,48445
442,2649935,53,16,15,53,53,36,486.8,1010,523.2,0.30188679245283,0.283018867924528,0.679245283018868,13641476692.043,841540.623529527,49935
443,2649203,188,40,36,188,188,79,461.510638297872,935.996808510638,474.534042553191,0.212765957446809,0.191489361702128,0.420212765957447,756333376.076172,218809.043709057,49203
444,2649345,207,103,100,207,207,137,522.7,1045.1,522.4,0.497584541062802,0.483091787439614,0.661835748792271,1499964008.54199,244615.986813035,49345
445,2649548,507,98,89,507,507,191,452.550887573964,915.379487179487,462.828599605523,0.193293885601578,0.175542406311637,0.3767258382643,295358296.944336,113298.798451594,49548
446,2649229,44,12,10,44,44,21,465,946.8,481.8,0.272727272727273,0.227272727272727,0.477272727272727,1538971754.98999,293811.024121883,49229
447,2648843,551,228,207,551,551,341,505.7,1010.6,504.9,0.413793103448276,0.37568058076225,0.618874773139746,2587005031.38574,337447.09077681,48843
