"Zip_Code","Median","FinalMathAveScore","FinalAllSbjtAveScore","FinalEWBRWAveScore"
48236,155703,554.05824964132,1119.89569583931,565.837446197991
48236,89348,554.05824964132,1119.89569583931,565.837446197991
48225,3e+05,420.661394101877,855.91581769437,435.267024128686
48225,43717,420.661394101877,855.91581769437,435.267024128686
48236,73948,554.05824964132,1119.89569583931,565.837446197991
48114,96793,424.4,877.6,453.2
48212,37844,443.263532110092,880.463532110092,437.267660550459
48212,23113,443.263532110092,880.463532110092,437.267660550459
48240,45582,406.458367346939,830.209387755102,423.744897959184
48240,3e+05,406.458367346939,830.209387755102,423.744897959184
48239,42909,434.498529411765,892.964705882353,458.466176470588
48239,24478,434.498529411765,892.964705882353,458.466176470588
48239,55264,434.498529411765,892.964705882353,458.466176470588
48152,3e+05,531.933392539965,1060.31740674956,528.325222024867
48152,109614,531.933392539965,1060.31740674956,528.325222024867
48843,37596,505.7,1010.6,504.9
48152,3e+05,531.933392539965,1060.31740674956,528.325222024867
48170,3e+05,432.772413793104,890.368965517241,457.596551724138
48150,79998,516.732786885246,1030.84590163934,514.06393442623
48150,55210,516.732786885246,1030.84590163934,514.06393442623
48170,53581,432.772413793104,890.368965517241,457.596551724138
48170,3e+05,432.772413793104,890.368965517241,457.596551724138
48170,3e+05,432.772413793104,890.368965517241,457.596551724138
48187,42806,572.475100671141,1129.91899328859,557.414026845638
48187,73261,572.475100671141,1129.91899328859,557.414026845638
48187,3e+05,572.475100671141,1129.91899328859,557.414026845638
48185,51421,464.009137055838,944.095685279188,480.081218274112
48184,37241,439.610886075949,903.156962025316,463.557721518987
48141,47241,375.4,779.2,403.8
48185,3e+05,464.009137055838,944.095685279188,480.081218274112
48185,18099,464.009137055838,944.095685279188,480.081218274112
48135,48019,451.626168224299,918.508099688473,466.881931464175
48135,86076,451.626168224299,918.508099688473,466.881931464175
48135,3e+05,451.626168224299,918.508099688473,466.881931464175
48141,37481,375.4,779.2,403.8
48141,32790,375.4,779.2,403.8
48125,25997,474.872916666667,960.0921875,485.2640625
48062,43552,485,982.2,497.2
48239,54868,434.498529411765,892.964705882353,458.466176470588
48127,30734,490.659955752212,975.438137472284,484.334146341463
48141,47998,375.4,779.2,403.8
48125,41825,474.872916666667,960.0921875,485.2640625
48127,70957,490.659955752212,975.438137472284,484.334146341463
48126,25647,468.227647867951,939.870976616231,471.643328748281
48126,26252,468.227647867951,939.870976616231,471.643328748281
48126,0,468.227647867951,939.870976616231,471.643328748281
48128,61655,556.666666666667,1102.65555555556,546.027777777778
48048,54519,497.6,991.7,494.1
48124,37834,497.590599455041,1004.11416893733,506.485286103542
48124,52654,497.590599455041,1004.11416893733,506.485286103542
48124,66150,497.590599455041,1004.11416893733,506.485286103542
48122,54180,430.149377593361,883.247302904564,453.097925311203
48101,69281,509.511538461538,1021.33531468531,511.823776223776
48101,3e+05,509.511538461538,1021.33531468531,511.823776223776
48146,18224,455.6,919.5,463.9
48146,51701,455.6,919.5,463.9
48146,27381,455.6,919.5,463.9
48146,55117,455.6,919.5,463.9
48047,78046,340,735.5,395.5
